loan_id,issue_date,region,property_type,loan_amount,appraised_value,interest_rate,loan_term_months,borrower_age,monthly_income,housing_fund_contribution,employment_length_years,credit_score,delinquency_history,co_borrower,has_mortgage_insurance,collateral_value,predicted_collateral_value,predicted_ltv,risk_level
545,2018-09-22,滨江,商住两用,1259353.81,1577135.5,4.2689,302,40,10279.33,1123.76,14,621,0,0,1,1706431.39,1697597.54,0.7418,中风险
546,2017-05-10,江北,别墅,905098.02,975682.89,3.3627,344,43,30131.41,2578.26,25,682,0,1,0,987770.16,1015217.24,0.8915,高风险
547,2019-11-15,江北,公寓,854914.06,999552.42,4.1329,231,29,10158.3,992.22,11,837,1,1,1,1058300.91,1075494.11,0.7949,中风险
548,2018-02-25,滨江,商住两用,457773.88,644583.14,3.9766,268,55,17193.33,1802.47,29,730,0,1,0,682550.0,667549.16,0.6858,中风险
549,2017-02-02,江南,排屋,584771.35,844280.06,2.7873,272,29,30658.2,3146.08,23,749,1,0,0,800611.76,892067.01,0.6555,中风险
550,2019-11-28,江南,排屋,471679.99,605027.58,3.8585,359,23,30168.51,3166.08,7,638,0,0,0,586809.07,617843.09,0.7634,中风险
551,2017-08-01,江南,排屋,1136071.92,1362964.96,2.6974,151,42,18136.72,2163.85,27,700,1,1,0,1449461.66,1460785.27,0.7777,中风险
552,2019-12-23,江南,公寓,855747.41,1039109.5,3.1076,290,29,34772.74,3467.49,22,720,0,0,1,1138666.96,1107179.38,0.7729,中风险
553,2018-08-04,滨江,公寓,872924.9,877253.6,3.1298,285,51,7278.95,846.41,5,819,1,0,0,866882.0,922197.64,0.9466,高风险
554,2017-11-05,临平,别墅,664829.66,879997.86,3.1938,303,31,14350.2,1585.76,10,781,0,1,1,985923.48,935866.95,0.7104,中风险
555,2017-12-11,江南,公寓,897075.06,1131504.21,3.6229,332,48,8027.1,651.65,24,661,0,0,1,1231525.71,1198868.39,0.7483,中风险
556,2017-12-13,滨江,商住两用,1060697.6,1261196.25,2.7126,276,39,9434.21,1074.29,3,806,1,0,0,1176191.73,1350233.36,0.7856,中风险
557,2017-11-19,萧山,商住两用,865338.86,941551.91,3.4594,293,41,12764.9,1400.13,14,850,1,0,0,982843.88,999014.15,0.8662,高风险
558,2019-09-28,滨江,商住两用,390525.81,423090.57,3.8775,353,54,11704.11,1033.46,27,822,0,1,0,351473.23,417310.64,0.9358,高风险
559,2017-10-03,萧山,公寓,444648.54,548145.41,2.7766,247,37,7544.37,766.67,1,694,1,1,1,565085.25,561517.45,0.7919,中风险
560,2019-10-08,江南,别墅,1156131.31,1640913.44,3.4751,222,26,22378.25,2588.54,19,821,2,0,1,1811501.11,1797362.44,0.6432,中风险
561,2017-03-07,江南,别墅,856145.6,1138881.44,4.2173,289,26,13068.52,1083.6,19,598,0,0,1,1242909.94,1210298.83,0.7074,中风险
562,2019-01-04,江北,商住两用,354888.08,435952.3,3.7381,230,53,15102.55,1721.59,8,590,1,0,1,413047.73,438179.84,0.8099,高风险
563,2018-12-05,滨江,公寓,741124.28,883475.8,2.8411,232,30,32914.4,3926.73,12,760,0,1,0,920867.72,938429.72,0.7897,中风险
564,2017-12-08,江北,别墅,1116369.45,1154856.57,2.8218,166,41,7311.58,687.19,21,705,1,1,1,1152735.89,1226837.07,0.91,高风险
565,2019-04-16,临平,商住两用,1011150.08,1381272.65,4.1709,339,37,19306.26,1778.28,12,729,1,1,1,1573963.01,1491238.85,0.6781,中风险
566,2018-02-07,江北,商住两用,1213808.23,1673406.29,3.5117,198,36,9682.44,1055.35,26,652,0,0,1,1815348.82,1810880.85,0.6703,中风险
567,2017-05-09,江北,别墅,896475.35,1017666.07,4.2889,135,40,31637.23,3016.85,1,775,0,0,0,1120996.54,1092522.63,0.8206,高风险
568,2017-09-25,临平,商住两用,660848.45,668578.03,3.6653,348,44,33680.96,3917.03,26,690,1,1,1,705206.3,695896.44,0.9496,高风险
569,2019-11-10,萧山,别墅,1161343.81,1651534.53,3.4111,266,39,10876.47,1036.0,24,701,0,0,1,1813064.75,1787168.44,0.6498,中风险
570,2019-07-02,江北,别墅,923236.3,1073504.73,3.7537,320,23,9729.19,999.55,11,715,1,0,1,1129594.13,1142860.57,0.8078,高风险
571,2018-11-28,临平,公寓,865476.24,1024615.6,3.6142,140,40,32911.33,3358.86,3,805,0,1,1,1104796.81,1108881.93,0.7805,中风险
572,2017-02-21,萧山,公寓,357731.74,467912.63,4.106,268,43,7258.67,788.98,2,712,1,1,0,515794.69,473164.67,0.756,中风险
573,2017-09-15,萧山,公寓,430918.91,445937.56,2.9571,266,46,30874.14,3310.96,3,798,1,1,1,511911.15,460363.71,0.936,高风险
574,2017-06-02,江南,商住两用,605055.18,645913.63,3.6346,147,36,30241.03,3037.16,25,840,1,0,1,650959.87,688517.4,0.8788,高风险
575,2019-02-03,江南,别墅,1259452.66,1821853.37,3.5895,267,49,22169.02,1881.03,29,850,1,1,1,2002474.7,1989096.58,0.6332,中风险
576,2017-06-08,滨江,商住两用,766704.75,1024842.53,2.802,181,51,27983.95,3224.0,12,620,0,0,1,1061939.85,1095088.61,0.7001,中风险
577,2017-10-27,滨江,排屋,1130248.24,1193967.75,3.5408,318,49,26223.15,2796.34,20,713,1,0,0,1308116.07,1267318.45,0.8918,高风险
578,2017-08-01,滨江,别墅,483435.52,574505.84,3.9396,302,53,28285.62,2405.86,2,800,0,0,0,608224.5,592939.21,0.8153,高风险
579,2017-07-23,滨江,排屋,865801.97,1143198.49,2.8083,349,44,23744.34,2485.21,24,603,0,1,1,1268444.99,1209703.69,0.7157,中风险
580,2019-03-24,江北,排屋,1070636.6,1512117.7,4.2391,141,32,32867.98,3409.79,12,812,0,1,0,1668143.04,1650931.6,0.6485,中风险
581,2018-08-11,江北,别墅,367322.19,452891.71,3.5191,250,50,14557.72,1388.26,25,671,1,0,1,427860.68,455636.36,0.8062,高风险
582,2018-03-04,江北,公寓,602086.3,733934.82,2.9914,163,41,34176.15,3088.74,20,634,1,0,0,725014.41,760979.36,0.7912,中风险
583,2019-09-26,萧山,公寓,511230.01,623580.3,4.0392,214,36,14455.13,1704.48,14,807,0,1,1,565682.35,660768.19,0.7737,中风险
584,2017-05-24,江北,别墅,975341.26,1400392.85,4.0064,310,37,27820.85,2589.69,17,751,0,0,1,1531155.03,1516603.93,0.6431,中风险
585,2017-09-22,萧山,排屋,1140882.34,1462310.37,4.2611,280,23,13377.41,1383.94,28,692,0,1,1,1622961.05,1575208.32,0.7243,中风险
586,2017-11-03,萧山,商住两用,1251816.1,1734667.31,3.9115,120,50,8017.84,820.3,7,671,0,1,1,1848972.11,1887364.03,0.6633,中风险
587,2019-11-06,萧山,商住两用,1180331.86,1626864.78,4.1313,291,54,20706.66,2178.36,20,762,0,1,0,1788096.03,1761358.4,0.6701,中风险
588,2018-06-08,临平,排屋,969169.83,1019681.63,3.4133,201,30,16427.36,1575.77,5,827,2,0,0,1065357.77,1088646.96,0.8903,高风险
589,2018-01-18,江南,排屋,1076362.68,1203074.64,3.1558,220,51,18755.98,1696.07,2,717,0,0,1,1228189.48,1286422.53,0.8367,高风险
590,2019-02-20,萧山,排屋,918536.37,971946.42,3.5446,304,24,30072.39,2514.36,23,750,1,0,0,1062827.03,1020634.41,0.9,高风险
591,2017-09-13,萧山,别墅,1162528.38,1282501.9,4.0022,353,46,15945.06,1413.12,24,707,1,0,0,1453022.65,1360458.55,0.8545,高风险
592,2017-04-21,江北,商住两用,1076963.4,1196817.51,3.0768,151,47,25658.28,2187.31,24,718,1,1,0,1218024.85,1272460.8,0.8464,高风险
593,2017-10-28,临平,排屋,625945.91,717131.85,3.4966,125,42,14221.49,1253.01,9,821,0,1,0,710898.4,755227.96,0.8288,高风险
594,2018-01-16,江南,公寓,1033006.3,1475293.97,3.9347,302,29,19568.11,2017.77,1,783,1,1,0,1589535.97,1598785.02,0.6461,中风险
595,2017-09-06,江北,别墅,523528.18,745473.75,3.6385,141,32,18095.85,2054.29,17,699,0,1,1,792794.86,792953.49,0.6602,中风险
596,2019-10-20,江北,商住两用,718403.6,720204.85,3.8082,313,54,22367.66,2069.47,21,700,0,1,0,667771.95,738127.03,0.9733,高风险
597,2017-01-06,萧山,别墅,829540.24,874887.02,2.9454,342,30,7171.86,695.44,6,848,0,1,1,1007765.09,922829.99,0.8989,高风险
598,2019-06-19,江北,别墅,957216.3,1018174.63,3.5157,172,46,21581.39,1943.4,15,687,2,0,0,1239593.38,1077085.12,0.8887,高风险
599,2018-03-05,萧山,公寓,781083.57,1130219.83,2.6098,299,35,11978.03,1003.21,15,749,0,1,0,1113175.68,1199470.38,0.6512,中风险
600,2017-05-10,江北,排屋,1124339.34,1563553.42,3.6228,198,46,24735.03,2377.8,9,857,0,0,0,1666968.08,1702420.14,0.6604,中风险
601,2018-03-09,江北,排屋,872386.57,922127.3,3.5141,285,47,15904.81,1763.51,19,721,2,1,0,953833.71,968957.4,0.9003,高风险
602,2017-03-16,滨江,商住两用,1177121.81,1348395.44,4.1679,133,31,21351.16,2083.61,22,821,0,0,0,1406377.67,1456110.27,0.8084,高风险
603,2019-08-12,萧山,排屋,625526.6,772458.77,3.5287,346,36,34660.8,4083.72,27,722,1,1,1,746720.56,818102.61,0.7646,中风险
604,2017-06-28,萧山,公寓,776754.36,1010959.47,3.8749,174,35,17473.72,1523.01,24,585,0,1,0,1027943.96,1063249.98,0.7305,中风险
605,2018-05-17,临平,公寓,1223132.67,1557107.2,2.6587,190,53,17948.82,2150.8,23,709,0,0,0,1709513.83,1676577.16,0.7295,中风险
606,2017-06-01,江南,公寓,920662.08,1216185.13,3.8349,165,31,8484.74,961.85,4,608,0,0,1,1265467.43,1305319.41,0.7053,中风险
607,2018-11-28,滨江,公寓,1201673.15,1687126.77,2.8961,270,46,21490.21,2527.72,13,793,1,0,0,1874028.23,1833120.36,0.6555,中风险
608,2018-10-07,江北,排屋,994942.37,1178174.12,3.7118,335,23,15334.94,1570.64,4,754,0,0,1,1163301.46,1261862.24,0.7885,中风险
609,2019-02-06,萧山,排屋,631151.26,809124.07,2.6352,163,23,12525.78,1189.71,3,706,0,0,0,793526.05,847630.13,0.7446,中风险
610,2019-06-14,江南,公寓,541441.17,587306.86,4.1462,165,41,13780.62,1344.77,3,830,0,1,1,670662.58,621751.07,0.8708,高风险
611,2019-07-05,临平,排屋,847189.81,927501.93,3.8288,208,41,12223.41,1319.96,17,717,0,0,1,980641.65,984314.32,0.8607,高风险
612,2018-03-15,江南,别墅,895084.35,1045035.35,3.2613,270,25,15671.16,1319.27,12,584,0,1,1,1171722.79,1098077.46,0.8151,高风险
613,2018-03-15,江北,排屋,855842.54,1145477.06,3.3683,277,52,23807.24,2565.94,24,784,0,0,1,1190871.11,1233893.28,0.6936,中风险
614,2019-02-14,江北,别墅,737376.34,826755.53,3.6106,271,24,10920.78,946.34,10,848,0,0,0,845380.24,871005.68,0.8466,高风险
615,2017-06-15,江北,商住两用,708073.99,854832.57,3.7526,171,34,15038.47,1251.43,8,684,0,0,0,957097.7,897733.81,0.7887,中风险
616,2019-11-13,滨江,商住两用,1004804.15,1417552.45,3.7698,332,52,27186.72,3004.74,4,778,0,0,1,1551693.54,1541166.35,0.652,中风险
617,2019-02-12,萧山,商住两用,798543.14,1064612.21,3.6263,176,34,29035.32,2751.54,11,836,1,1,0,1096003.18,1148030.42,0.6956,中风险
618,2017-06-13,江北,商住两用,960964.04,1145056.01,3.0987,219,53,7044.8,833.69,14,671,0,0,1,1185193.96,1219665.52,0.7879,中风险
619,2017-03-11,萧山,别墅,446164.72,547951.26,3.801,122,54,25614.52,2735.83,14,607,0,1,0,524269.94,560376.01,0.7962,中风险
620,2017-03-14,萧山,公寓,841077.4,986215.66,3.7808,158,23,16113.47,1891.19,19,712,0,1,1,1038585.4,1054742.7,0.7974,中风险
621,2017-08-15,江北,公寓,679762.04,951751.6,3.8012,184,50,16123.85,1480.91,27,592,0,0,1,1069081.99,1007449.55,0.6747,中风险
622,2018-12-02,江北,公寓,840643.16,990526.95,2.9067,256,29,9781.64,839.13,16,800,1,1,0,1107517.04,1047028.34,0.8029,高风险
623,2018-06-02,江北,商住两用,463815.44,667699.2,3.7162,345,29,17457.39,2081.11,3,752,1,1,1,700893.35,705601.87,0.6573,中风险
624,2017-04-19,临平,公寓,575756.23,654312.78,3.4996,338,38,26827.71,2198.62,19,822,0,1,1,672011.85,680743.99,0.8458,高风险
625,2019-07-06,临平,商住两用,984644.08,1105465.56,3.3126,124,49,25716.38,2339.95,15,742,0,0,0,1202558.99,1178226.45,0.8357,高风险
626,2019-07-21,滨江,别墅,903326.15,1123427.04,3.4323,262,23,16288.52,1511.34,27,807,0,1,0,1232009.38,1196695.46,0.7549,中风险
627,2018-01-22,临平,别墅,1155245.84,1658327.25,3.7049,263,45,8492.76,933.53,17,769,0,1,1,1801805.49,1802737.14,0.6408,中风险
628,2019-07-14,江南,公寓,1295909.32,1309560.11,4.3034,262,54,35690.41,3390.99,18,647,0,0,0,1472225.92,1391120.43,0.9316,高风险
629,2019-05-06,滨江,别墅,1167595.42,1570525.12,4.3227,222,49,16560.74,1469.1,29,722,0,1,0,1757207.01,1693951.13,0.6893,中风险
630,2018-03-28,江北,排屋,494074.1,558196.77,3.5322,205,52,25685.72,2756.95,4,776,0,1,1,629836.53,586271.93,0.8427,高风险
631,2017-10-20,江南,商住两用,813294.03,842757.73,3.5985,224,24,15750.61,1417.52,19,821,0,1,0,852403.95,885251.71,0.9187,高风险
632,2018-12-28,江南,排屋,554529.02,672353.13,3.8474,171,43,9979.5,824.23,1,685,0,1,0,708826.23,696495.09,0.7962,中风险
633,2018-09-21,临平,公寓,428934.15,545519.76,3.1797,355,33,13345.9,1453.13,3,583,1,1,1,576085.91,549355.23,0.7808,中风险
634,2019-10-21,江南,别墅,1289424.64,1704160.2,3.3674,331,26,14788.89,1418.79,27,600,0,1,1,1632913.25,1830554.34,0.7044,中风险
635,2019-02-24,滨江,别墅,485574.4,575795.03,3.1947,353,38,29866.59,2640.31,4,748,0,0,1,606546.07,592392.62,0.8197,高风险
636,2018-12-09,萧山,排屋,876866.57,1111421.93,3.9323,157,41,6778.21,780.9,19,765,1,0,1,1182614.44,1199305.07,0.7311,中风险
637,2019-12-05,萧山,排屋,463595.62,524581.53,3.2724,283,37,6840.14,605.12,10,655,0,1,1,474712.11,527382.24,0.8791,高风险
638,2019-09-11,江南,排屋,832870.67,974534.0,4.2206,285,33,32123.47,3189.29,16,774,0,0,1,1047499.15,1044204.54,0.7976,中风险
639,2017-05-20,萧山,公寓,1082454.07,1466912.98,3.7375,211,54,19779.65,2304.49,30,586,2,0,0,1513729.48,1576740.63,0.6865,中风险
640,2018-09-18,江北,别墅,1149673.51,1427869.31,2.739,324,26,19398.99,1957.71,8,711,1,0,0,1556282.83,1527483.83,0.7527,中风险
641,2019-05-03,江南,商住两用,1048248.24,1394172.01,4.2056,351,31,21676.73,1786.91,8,704,0,1,1,1389175.51,1499436.67,0.6991,中风险
642,2017-08-03,滨江,别墅,786515.09,821864.35,3.6314,273,54,14998.83,1205.67,14,637,1,0,1,898824.11,855525.07,0.9193,高风险
643,2018-11-06,临平,商住两用,642066.61,781700.59,3.0966,285,42,13926.0,1410.53,11,720,0,1,1,745477.64,819278.12,0.7837,中风险
644,2018-03-06,临平,别墅,384248.29,458948.73,3.1331,356,51,16272.95,1748.99,27,673,0,0,0,473311.68,447930.71,0.8578,高风险
645,2018-09-16,萧山,排屋,420858.78,477686.34,3.6667,266,32,15712.96,1377.65,13,667,1,0,1,475226.09,482273.31,0.8727,高风险
646,2018-08-28,滨江,别墅,1137750.25,1327590.72,3.1359,306,45,30876.94,2859.63,10,797,0,1,0,1349795.55,1420422.3,0.801,高风险
647,2019-03-15,江南,排屋,1071707.63,1081102.03,3.8326,173,39,14843.91,1409.27,11,798,1,0,0,1225753.75,1152547.56,0.9299,高风险
648,2018-12-16,萧山,别墅,1242664.27,1574235.83,4.2661,131,47,26634.03,3099.02,16,707,0,1,0,1599253.62,1708487.18,0.7273,中风险
649,2019-06-15,萧山,别墅,1225133.97,1286346.39,2.835,311,27,15736.37,1746.89,14,657,1,0,0,1351483.37,1360159.25,0.9007,高风险
650,2019-01-05,萧山,别墅,1076658.7,1109606.35,3.9753,302,43,34716.0,3278.9,25,808,1,1,1,1257550.68,1187381.06,0.9068,高风险
651,2017-11-23,萧山,商住两用,573845.31,729717.53,4.2322,155,30,25267.21,2453.27,26,829,1,0,1,879450.26,784574.03,0.7314,中风险
652,2018-10-11,萧山,商住两用,941686.37,1252909.2,3.5893,262,30,21952.87,2457.48,28,624,0,1,0,1335654.47,1334289.8,0.7058,中风险
653,2018-12-05,滨江,排屋,957434.82,988897.67,3.7337,206,52,21831.42,2351.32,27,801,1,1,0,1141219.84,1050824.71,0.9111,高风险
654,2018-04-19,江北,公寓,981047.55,1125240.62,3.4011,290,35,29097.83,2996.42,12,658,0,0,0,1194675.94,1190983.98,0.8237,高风险
655,2019-10-28,萧山,公寓,358663.54,379213.38,3.2099,137,43,32116.68,3762.1,22,686,0,0,1,418192.04,385943.6,0.9293,高风险
656,2017-08-04,临平,公寓,1137474.1,1329481.17,3.3769,310,36,17412.5,1704.2,13,681,0,1,0,1357039.5,1413088.9,0.805,高风险
657,2017-04-04,滨江,公寓,1241881.85,1655787.29,3.2272,201,49,11729.43,1400.57,26,839,0,1,0,1852361.82,1796046.81,0.6915,中风险
658,2018-06-10,江南,排屋,1139803.94,1362484.02,4.0837,196,37,35991.2,3000.88,21,779,1,1,1,1425221.69,1473410.91,0.7736,中风险
659,2019-01-05,江南,排屋,828249.58,880511.44,3.4222,129,26,23886.13,2111.37,24,730,0,1,0,958484.53,924684.5,0.8957,高风险
660,2018-02-26,江北,商住两用,479126.24,586402.57,3.1356,280,46,33269.43,3014.45,11,594,1,1,0,668996.63,590332.8,0.8116,高风险
661,2019-12-17,江南,别墅,486345.43,508256.19,3.2102,177,28,18596.49,1537.06,16,817,2,0,0,445216.37,521556.54,0.9325,高风险
662,2019-09-12,临平,公寓,1257767.25,1636096.56,2.7687,246,35,9774.99,983.26,26,653,0,0,0,1828890.87,1753045.59,0.7175,中风险
663,2017-04-09,江北,排屋,500934.22,649569.53,3.1751,238,40,28796.81,2455.45,14,771,0,0,1,662437.04,680562.27,0.7361,中风险
664,2017-07-11,萧山,排屋,331478.26,403193.37,4.1009,168,48,19563.12,1733.16,20,714,0,0,1,430573.83,409179.71,0.8101,高风险
665,2018-06-26,江北,别墅,1174531.69,1582568.12,3.3986,144,44,28898.08,2615.7,26,767,0,0,0,1745381.8,1713626.89,0.6854,中风险
666,2017-06-10,临平,排屋,763513.53,953616.44,4.2442,341,55,11478.37,1294.77,29,841,0,0,0,986057.98,1013194.96,0.7536,中风险
667,2019-09-17,滨江,别墅,366055.32,453879.42,3.5441,297,33,17234.16,1447.76,6,695,1,0,1,577901.92,458001.52,0.7992,中风险
668,2018-09-14,江南,商住两用,1195869.6,1447721.98,2.8382,360,42,6010.61,541.27,18,739,0,0,0,1593255.04,1541952.46,0.7756,中风险
669,2017-04-13,江北,公寓,1090586.59,1407661.65,3.2842,169,38,31029.87,2569.93,9,651,1,0,0,1493933.15,1509873.72,0.7223,中风险
670,2019-05-17,萧山,公寓,420559.97,539513.49,3.4244,289,51,14964.67,1271.92,24,812,0,1,1,490973.18,556520.01,0.7557,中风险
671,2019-08-14,萧山,别墅,893279.0,1245506.99,3.81,323,54,28753.79,2558.67,4,625,1,1,0,1337573.19,1327434.27,0.6729,中风险
672,2018-11-17,滨江,商住两用,642253.08,835019.12,3.0397,211,28,6387.78,693.23,16,704,0,0,1,874752.22,880832.2,0.7291,中风险
673,2019-09-28,滨江,公寓,1226738.23,1437938.7,3.6529,271,29,23268.77,1970.84,25,702,0,1,1,1493832.63,1541409.52,0.7959,中风险
674,2018-11-24,江南,别墅,1082078.16,1407871.08,2.6449,265,34,6724.33,792.38,4,729,2,1,1,1477016.2,1518016.59,0.7128,中风险
675,2018-01-11,江南,别墅,769040.48,1111985.67,3.0606,323,33,12281.43,1361.18,18,744,1,0,1,1119565.7,1192075.82,0.6451,中风险
676,2018-02-24,萧山,公寓,408623.84,483291.41,3.6881,283,34,28696.93,2527.8,28,828,0,1,1,536261.44,497110.45,0.822,高风险
677,2017-04-19,滨江,公寓,624317.03,766507.53,3.724,195,34,17939.14,1934.3,7,627,0,1,1,752130.87,805779.77,0.7748,中风险
678,2019-05-20,江南,排屋,878704.65,911212.52,4.349,233,25,13377.11,1153.11,9,593,0,0,0,958639.02,948121.34,0.9268,高风险
679,2017-05-08,萧山,别墅,1265298.67,1753563.64,3.4457,232,49,22689.67,2721.28,7,791,0,1,1,1953240.18,1917000.15,0.66,中风险
680,2017-06-18,滨江,别墅,669932.69,958768.13,2.8354,340,38,29866.71,3081.0,4,839,1,0,0,976631.26,1025485.07,0.6533,中风险
681,2019-01-15,萧山,公寓,926429.82,1133681.28,3.3633,163,24,22798.76,2333.68,2,757,0,0,0,1209196.87,1216098.91,0.7618,中风险
682,2019-10-16,江北,公寓,742213.43,997508.38,2.8334,221,36,25854.02,2388.73,23,735,0,1,0,1090864.67,1055706.02,0.703,中风险
683,2019-06-19,滨江,商住两用,437289.72,629613.77,3.6742,255,49,27911.41,3050.78,8,671,1,1,0,675934.69,655257.67,0.6674,中风险
684,2018-12-16,江北,别墅,455739.31,526143.24,2.7678,210,34,27217.89,3134.48,16,626,0,1,0,569395.09,529752.47,0.8603,高风险
685,2018-02-17,萧山,公寓,572612.47,799186.96,2.7066,262,26,26481.3,2219.65,1,850,0,1,1,837122.38,851218.97,0.6727,中风险
686,2017-04-21,滨江,公寓,928454.95,1004406.29,2.9822,208,29,32162.91,3747.13,20,771,0,1,0,1037033.32,1068924.55,0.8686,高风险
687,2019-01-18,萧山,商住两用,1190468.87,1615634.55,2.8105,359,42,34050.98,2870.87,22,672,0,0,0,1654159.75,1729505.56,0.6883,中风险
688,2019-09-27,滨江,公寓,701068.93,842384.1,2.8037,261,27,16150.32,1528.27,8,831,0,1,0,765494.65,886983.63,0.7904,中风险
689,2019-02-22,江北,商住两用,961708.05,1356335.49,3.5852,299,48,28707.7,3035.21,10,744,0,0,1,1513688.09,1469715.38,0.6543,中风险
690,2017-06-18,萧山,公寓,794422.4,933417.64,3.4708,321,41,29125.28,3144.25,17,601,0,0,1,1014446.07,982308.11,0.8087,高风险
691,2019-01-02,江南,别墅,1267432.84,1486959.33,3.2156,257,26,30712.38,3297.48,14,840,0,0,1,1648305.68,1614256.46,0.7851,中风险
692,2017-12-07,江南,别墅,805369.7,1012362.12,3.6728,131,47,12180.9,1310.37,30,728,0,0,1,1146159.92,1084399.62,0.7427,中风险
693,2018-01-05,江南,商住两用,458836.03,509664.93,3.7699,345,50,26411.87,2863.23,29,738,0,1,1,549052.7,520322.61,0.8818,高风险
694,2018-10-01,江南,别墅,934006.36,1100222.89,3.818,234,31,25888.89,2302.01,21,638,0,1,0,1126791.85,1161138.06,0.8044,高风险
695,2019-12-23,江南,公寓,710240.45,881633.57,3.0982,265,39,9254.76,784.58,27,683,1,1,0,859176.85,918091.96,0.7736,中风险
696,2018-03-03,临平,公寓,1067290.58,1454593.37,3.0231,277,46,19143.26,1640.78,20,601,0,0,0,1524603.72,1550195.26,0.6885,中风险
697,2017-06-28,江南,别墅,1251406.11,1770524.28,3.2127,171,26,17739.36,1527.78,10,838,0,0,0,2043422.94,1927836.55,0.6491,中风险
698,2019-03-05,江北,商住两用,856180.89,978528.37,2.7949,136,49,21541.42,1738.36,24,666,1,0,0,1000971.36,1027830.5,0.833,高风险
699,2017-10-02,萧山,商住两用,1117431.94,1503966.12,2.8094,177,25,22909.16,1900.47,21,823,1,1,1,1613103.37,1632662.16,0.6844,中风险
700,2018-03-15,江北,商住两用,845725.58,982784.56,2.8527,283,34,34891.19,3333.44,9,662,0,0,1,980759.07,1038989.87,0.814,高风险
701,2018-12-18,滨江,排屋,1154649.98,1667742.03,2.8188,280,45,12243.03,1178.17,29,793,0,1,1,1864891.65,1808106.92,0.6386,中风险
702,2019-09-07,滨江,公寓,561086.97,741008.17,3.5947,343,46,33010.63,3364.71,25,789,0,1,0,816321.33,776172.1,0.7229,中风险
703,2019-11-15,江南,别墅,614313.87,844558.43,3.9555,279,49,7526.57,667.51,18,660,0,1,0,851440.56,881024.17,0.6973,中风险
704,2019-11-19,江北,公寓,1073855.23,1383723.85,3.6064,325,35,10520.5,974.83,8,646,1,0,0,1350339.95,1476419.0,0.7273,中风险
705,2017-06-28,江北,排屋,408148.03,579244.99,3.2242,310,32,34738.7,3206.47,3,765,0,1,1,611730.32,604119.65,0.6756,中风险
706,2017-03-14,江南,商住两用,436071.66,614688.43,3.3169,263,53,26995.88,2463.36,28,707,1,0,1,568719.94,638963.72,0.6825,中风险
707,2018-07-16,滨江,排屋,487048.8,491422.18,3.8042,329,46,33928.27,3508.03,6,809,3,1,0,524438.19,507029.5,0.9606,高风险
708,2017-11-07,江南,别墅,1262343.61,1444517.92,3.845,321,28,16641.36,1986.03,16,588,0,1,0,1623361.81,1536460.83,0.8216,高风险
709,2019-01-16,临平,公寓,632196.2,679672.15,3.7365,299,42,13893.4,1665.07,11,600,0,1,0,769200.27,692078.06,0.9135,高风险
710,2019-10-01,萧山,别墅,616656.26,672056.09,3.4227,219,25,26858.65,2439.07,13,751,0,1,1,788577.83,702733.09,0.8775,高风险
711,2019-04-16,临平,排屋,596008.31,618351.33,3.3873,291,28,30164.26,3515.15,28,840,1,0,0,627252.23,646125.19,0.9224,高风险
712,2017-02-01,江北,排屋,1028644.97,1369565.26,3.197,352,27,10687.31,1122.65,28,815,0,1,0,1481070.73,1467108.28,0.7011,中风险
713,2017-12-03,萧山,公寓,501863.31,664072.8,2.7603,230,37,12306.57,1337.47,13,744,0,0,1,676426.67,694882.95,0.7222,中风险
714,2018-03-17,临平,别墅,326187.12,351999.26,2.946,156,35,26999.01,2918.99,3,676,0,1,0,350504.48,344070.55,0.948,高风险
715,2019-07-17,江北,商住两用,947783.08,1040870.73,3.0392,208,38,21916.53,2327.4,22,708,0,0,0,944088.73,1099683.05,0.8619,高风险
716,2017-11-25,萧山,商住两用,1200666.89,1441604.0,4.31,292,28,15551.94,1724.02,30,765,0,0,1,1601515.1,1556500.29,0.7714,中风险
717,2018-08-10,江南,排屋,1068144.23,1218820.5,4.3484,168,37,23616.87,1929.69,12,789,0,1,1,1398584.03,1314500.52,0.8126,高风险
718,2019-07-14,滨江,商住两用,1250641.42,1742159.5,3.9795,217,32,17982.55,1448.64,26,668,0,0,0,1754032.19,1880722.73,0.665,中风险
719,2017-05-11,萧山,商住两用,513801.35,628787.58,2.8771,332,40,12832.18,1276.31,24,835,0,0,1,656518.85,653865.56,0.7858,中风险
720,2019-05-05,临平,别墅,550449.37,784116.28,4.0063,226,54,6389.03,589.84,6,753,0,1,0,827244.1,826520.34,0.666,中风险
721,2018-12-12,江南,排屋,1110981.8,1542980.28,3.2467,241,27,6531.29,619.17,8,687,1,1,1,1636001.01,1667636.08,0.6662,中风险
722,2018-11-19,江北,商住两用,1271712.97,1402721.04,3.6375,180,38,20657.64,2040.77,1,740,0,0,1,1485648.99,1513884.53,0.84,高风险
723,2018-10-24,江南,别墅,580687.17,698141.73,3.9605,322,40,27357.23,2586.66,25,610,0,0,0,761243.5,713487.77,0.8139,高风险
724,2018-08-11,滨江,公寓,912675.6,1132940.35,4.0422,285,35,34731.77,3608.75,4,731,1,0,1,1186429.25,1222986.06,0.7463,中风险
725,2018-05-07,萧山,商住两用,461178.41,466425.54,3.7404,315,49,8361.29,824.4,30,655,0,1,0,507330.32,452558.33,1.019,高风险
